fid;DN;a_quilômetros quadrados;p_quilômetros
12210;15;0.29;3.91
12211;21;0.05;2.37
12212;21;0.01;0.63
12213;15;0;0.29
12214;21;0.01;0.35
12215;3;0;0.17
12216;21;0.07;2.53
12217;3;0;0.12
12218;12;0.01;0.57
12219;12;0;0.12
12220;21;0.03;1.67
12221;21;0.01;0.75
12222;21;0.07;2.36
12223;21;0;0.23
12224;21;0.04;1.33
12225;12;0.19;4.1
12226;12;0.02;0.8
12227;12;0;0.34
12228;12;0;0.12
12229;21;0;0.17
12230;21;0;0.17
12231;21;0;0.12
12232;21;0;0.12
12233;21;0;0.12
12234;21;0;0.12
12235;15;0.12;2.65
12236;21;0.31;8.75
12237;21;0.01;0.64
12238;21;0.12;3.91
12239;12;0.01;0.46
12240;15;0.02;0.98
12241;21;0;0.35
12242;3;0;0.23
12243;3;0;0.29
12244;21;0;0.29
12245;21;0;0.23
12246;21;0;0.12
12247;3;0;0.17
12248;21;0;0.28
12249;21;0;0.23
12250;21;0.03;0.87
12251;21;0.02;0.92
12252;21;0.01;0.4
12253;21;0.07;1.78
12254;21;0;0.23
12255;3;0;0.17
12256;15;0;0.17
12257;21;0;0.17
12258;12;0;0.23
12259;21;0;0.12
12260;3;0;0.12
12261;3;0;0.12
12262;21;0;0.34
12263;21;0.05;2.54
12264;12;0.01;0.63
12265;12;0;0.41
12266;21;0.01;0.4
12267;15;0.01;0.57
12268;12;0;0.23
12269;21;0.01;0.46
12270;21;0;0.29
12271;21;0.01;0.69
12272;15;0;0.12
12273;3;0;0.12
12274;21;0;0.23
12275;12;0;0.17
12276;21;0;0.17
12277;3;0;0.12
12278;21;0.05;2.02
12279;21;0.09;3.06
12280;21;0.02;0.98
12281;3;0.02;0.98
12282;15;0;0.23
12283;15;0;0.29
12284;21;0;0.12
12285;12;0;0.12
12286;3;0;0.12
12287;21;0.03;1.39
12288;21;0.01;0.58
12289;21;0;0.29
12290;15;0.01;0.46
12291;21;0;0.17
12292;21;0;0.12
12293;21;0.04;1.16
12294;21;0.19;4.9
12295;21;0.02;0.75
12296;21;0;0.35
12297;21;0;0.29
12298;21;0;0.29
12299;12;0.01;0.4
12300;21;0.02;0.75
12301;15;0;0.17
12302;12;0;0.12
12303;21;0.15;4.83
12304;12;0.01;0.47
12305;21;0.01;0.4
12306;12;0.14;3.45
12307;21;0;0.12
12308;24;0;0.17
12309;21;0;0.12
12310;21;0.01;0.81
12311;21;0.06;2.46
12312;12;0.03;0.98
12313;12;0;0.35
12314;21;0.02;0.86
12315;21;0;0.35
12316;21;0;0.29
12317;3;0;0.17
12318;21;0;0.12
12319;21;0;0.12
12320;3;0;0.17
12321;3;0;0.12
12322;21;0;0.12
12323;12;0;0.12
12324;21;0.16;3.68
12325;24;0.08;2.01
12326;12;0.06;2.08
12327;21;0.02;0.7
12328;24;0.06;2.14
12329;21;0.01;0.35
12330;3;0.01;0.35
12331;12;0.01;0.52
12332;21;0;0.23
12333;21;0.02;0.63
12334;15;0;0.23
12335;21;0;0.17
12336;21;0;0.12
12337;21;0;0.12
12338;15;0.02;1.04
12339;21;0;0.12
12340;21;0;0.12
12341;21;0;0.12
12342;15;6.6;56.69
12343;21;0.06;1.9
12344;21;0.05;1.61
12345;21;0;0.17
12346;21;0;0.17
12347;3;0;0.12
12348;3;0;0.12
12349;21;0;0.12
12350;21;0;0.12
12351;21;0.03;1.33
12352;21;0;0.12
12353;3;0.23;4.44
12354;3;0.02;1.04
12355;21;0.06;1.61
12356;21;0.05;1.2
12357;15;0.02;0.75
12358;21;0.01;0.52
12359;29;0.02;1.04
12360;29;0.04;1.15
12361;3;0;0.12
12362;21;0;0.12
12363;3;0;0.12
12364;21;0;0.12
12365;21;0;0.12
12366;21;0;0.17
12367;21;0.57;11.03
12368;12;0.19;3.82
12369;24;0.09;3.23
12370;12;0.07;1.5
12371;21;0.02;0.92
12372;15;0.03;0.98
12373;21;0.06;1.78
12374;15;0;0.23
12375;21;0.01;0.34
12376;12;0.08;3.05
12377;21;0;0.12
12378;21;0;0.12
12379;21;0;0.12
12380;3;0;0.12
12381;21;0;0.12
12382;21;0;0.12
12383;15;0.11;1.72
12384;15;0.04;1.09
12385;21;0;0.12
12386;21;0;0.12
12387;21;0.02;1.03
12388;21;0.01;0.64
12389;21;0.01;0.63
12390;21;0.01;0.63
12391;15;0.05;1.51
12392;21;0;0.29
12393;21;0;0.12
12394;21;0;0.23
12395;3;0;0.17
12396;21;0.03;1.27
12397;15;0.02;0.64
12398;3;0;0.12
12399;21;0;0.17
12400;21;0;0.12
12401;21;0;0.12
12402;21;0;0.12
12403;21;0.03;1.31
12404;15;0;0.35
12405;21;0;0.17
12406;21;0.03;1.09
12407;15;0.02;0.69
12408;3;0;0.29
12409;21;0.02;0.69
12410;12;0.26;5.23
12411;12;0.04;1.56
12412;12;0.01;0.4
12413;3;0;0.23
12414;21;0;0.12
12415;21;0.01;0.58
12416;12;0.01;0.58
12417;21;0.01;0.76
12418;21;0.02;0.81
12419;21;0.01;0.57
12420;21;0.01;0.45
12421;21;0.06;2.59
12422;21;0.04;1.72
12423;21;0.06;2.48
12424;21;0.03;1.04
12425;3;0.04;1.09
12426;3;0.02;0.81
12427;21;0.02;0.58
12428;21;0;0.12
12429;21;0;0.12
12430;3;0.17;4.61
12431;12;0;0.12
12432;21;0;0.17
12433;12;0.02;0.69
12434;12;0.01;0.52
12435;15;0.03;0.75
12436;3;0;0.17
12437;3;0;0.17
12438;21;0;0.17
12439;3;0;0.34
12440;21;0;0.12
12441;21;0.03;0.98
12442;12;0.03;0.75
12443;21;0.02;0.87
12444;12;0.01;0.75
12445;24;0;0.12
12446;21;0;0.12
12447;21;0;0.12
12448;21;0;0.12
12449;15;0.01;0.41
12450;21;0.01;0.52
12451;12;0;0.17
12452;21;0;0.23
12453;21;0;0.4
12454;21;0;0.12
12455;3;0;0.12
12456;21;0;0.12
12457;21;0;0.17
12458;15;0.24;4.03
12459;15;0.04;1.15
12460;21;0.01;0.58
12461;21;0.01;0.63
12462;21;0.27;9.12
12463;15;0;0.35
12464;12;0;0.23
12465;21;0;0.17
12466;12;0;0.12
12467;21;0.01;0.46
12468;21;0;0.28
12469;12;0;0.12
12470;21;0.02;1.04
12471;21;0;0.12
12472;12;0;0.12
12473;21;0;0.35
12474;21;0.01;0.63
12475;21;0.01;0.69
12476;21;0;0.23
12477;21;0.08;3.06
12478;21;0.01;0.81
12479;21;0.01;0.57
12480;3;0;0.17
12481;21;0;0.23
12482;3;0;0.17
12483;21;0;0.12
12484;15;0;0.12
12485;21;0;0.12
12486;21;0.02;0.69
12487;21;0.04;1.62
12488;3;0.06;1.8
12489;15;0.02;0.86
12490;3;0;0.29
12491;21;0.01;0.52
12492;21;0;0.23
12493;21;0;0.12
12494;15;0.39;5.93
12495;15;0.42;6.54
12496;3;0.03;0.91
12497;21;0.07;2.54
12498;21;0;0.29
12499;3;0;0.12
12500;3;0;0.12
12501;21;0;0.12
12502;21;0.02;0.69
12503;21;0.02;0.92
12504;21;0.01;0.52
12505;21;0.68;16.75
12506;21;0.01;0.57
12507;21;0;0.23
12508;12;0;0.23
12509;21;0;0.12
12510;15;0.14;2.18
12511;12;0.01;0.52
12512;24;0.31;6.33
12513;3;0.01;0.35
12514;21;0.01;0.46
12515;3;0.01;0.46
12516;15;0;0.29
12517;12;0.03;0.92
12518;3;0;0.12
12519;3;0;0.12
12520;21;0.01;0.57
12521;15;0;0.12
12522;3;0;0.17
12523;3;0;0.12
12524;3;0.08;2.34
12525;21;0;0.12
12526;21;0;0.12
12527;21;0;0.17
12528;21;0.68;10.52
12529;21;0.05;1.61
12530;21;0.04;1.33
12531;24;0.04;1.15
12532;21;0.01;0.58
12533;21;0.01;0.4
12534;12;0.1;2.02
12535;21;0.01;0.35
12536;21;0;0.12
12537;21;0;0.12
12538;21;0;0.12
12539;21;0;0.12
12540;21;0;0.12
12541;12;0.01;0.46
12542;21;0.02;1.21
12543;3;0;0.23
12544;21;0;0.17
12545;3;0;0.17
12546;21;0;0.12
12547;3;0;0.12
12548;21;0;0.12
12549;21;0;0.12
12550;21;0;0.12
12551;12;0;0.12
12552;21;0.02;0.75
12553;21;0.02;0.91
12554;15;0.01;0.46
12555;15;0;0.4
12556;15;0.03;0.81
12557;12;0.05;1.61
12558;12;0.01;0.58
12559;21;0;0.12
12560;21;0.02;1.09
12561;21;0;0.12
12562;21;0;0.12
12563;21;0;0.17
12564;21;0.01;0.75
12565;21;0;0.23
12566;21;0;0.17
12567;21;0;0.17
12568;15;0.01;0.46
12569;21;0;0.34
12570;21;0;0.17
12571;21;0;0.12
12572;21;0.02;0.98
12573;3;0.01;0.46
12574;21;0;0.29
12575;21;0;0.17
12576;21;0.01;0.69
12577;3;0;0.12
12578;21;0;0.12
12579;21;0;0.12
12580;3;0;0.12
12581;3;0;0.12
12582;25;0.01;0.46
12583;21;0;0.12
12584;21;0;0.12
12585;21;0.01;0.46
12586;3;0.01;0.4
12587;21;0.03;1.15
12588;15;0.01;0.4
12589;21;0.05;1.43
12590;21;0.03;1.27
12591;3;0;0.12
12592;21;0;0.12
12593;21;0;0.28
12594;21;0;0.12
12595;21;0.01;0.52
12596;21;0.01;0.63
12597;15;0.02;0.69
12598;21;0.02;0.63
12599;21;0;0.12
12600;15;0.14;3.06
12601;21;0.01;0.58
12602;12;0.02;0.7
12603;3;0;0.23
12604;15;0;0.17
12605;15;0;0.35
12606;15;0.01;0.34
12607;12;0.02;0.63
12608;21;0;0.35
12609;21;0;0.12
12610;21;0;0.23
12611;21;0;0.12
12612;21;0;0.12
12613;21;0.01;0.69
12614;21;0;0.35
12615;21;0;0.41
12616;12;0.01;0.52
12617;15;0;0.29
12618;30;0;0.12
12619;12;0.03;1.04
12620;21;0;0.17
12621;12;0;0.12
12622;21;0.01;1.04
12623;21;0.01;0.46
12624;21;0;0.17
12625;21;0.06;1.95
12626;3;0;0.12
12627;3;0;0.12
12628;21;0;0.12
12629;12;0;0.12
12630;9;0;0.12
12631;21;0;0.12
12632;21;1.93;41.45
12633;21;0.04;1.09
12634;25;0.01;0.46
12635;24;0.07;2.81
12636;24;0.03;1.27
12637;12;0.01;0.46
12638;21;0;0.12
12639;3;0;0.12
12640;3;0;0.17
12641;3;0;0.12
12642;21;0.09;2.58
12643;21;0.16;4.02
12644;3;0.07;2.18
12645;21;0;0.12
12646;21;0;0.12
12647;3;0;0.12
12648;15;0;0.23
12649;21;0.05;2.08
12650;3;0.02;1.14
12651;15;0.01;0.4
12652;21;0.01;0.52
12653;21;0.01;0.41
12654;21;0;0.17
12655;21;0;0.12
12656;3;0.01;0.52
12657;21;0.01;0.47
12658;12;0.02;0.64
12659;21;0.17;4.46
12660;9;0.01;0.46
12661;21;0;0.29
12662;21;0.01;0.63
12663;21;0;0.17
12664;21;0;0.35
12665;21;0;0.17
12666;21;0;0.29
12667;21;0;0.17
12668;21;0;0.12
12669;3;0;0.12
12670;21;0;0.12
12671;15;0.1;1.5
12672;3;0.04;1.04
12673;21;0.06;2.47
12674;21;0.01;0.46
12675;21;0.01;0.63
12676;21;0.02;0.87
12677;21;0.01;0.52
12678;12;0;0.35
12679;21;0.01;0.63
12680;21;0;0.17
12681;24;0.06;2.12
12682;9;0.01;0.34
12683;21;0.03;1.38
12684;21;0;0.12
12685;21;0;0.12
12686;21;0;0.12
12687;21;0.01;0.87
12688;21;0.01;0.75
12689;3;0.02;0.98
12690;24;0.01;0.4
12691;21;0.01;0.52
12692;21;0.01;0.63
12693;21;0;0.17
12694;3;0.01;0.4
12695;3;0;0.34
12696;3;0.01;0.34
12697;21;0;0.17
12698;21;0;0.12
12699;21;0;0.17
12700;12;0;0.12
12701;21;0;0.12
12702;15;0.04;1.09
12703;21;0.19;5.28
12704;21;0.04;0.98
12705;15;0.01;0.4
12706;21;0;0.4
12707;21;0;0.17
12708;21;0;0.12
12709;21;0;0.12
12710;21;0;0.12
12711;21;0;0.17
12712;3;0;0.17
12713;12;0.06;1.56
12714;21;0;0.12
12715;21;0.04;1.15
12716;3;0.01;0.75
12717;21;0.01;0.52
12718;21;0;0.17
12719;3;0;0.23
12720;21;0;0.23
12721;3;0;0.12
12722;24;0;0.12
12723;21;0;0.12
12724;21;0;0.17
12725;12;0.09;2.3
12726;24;0.06;2.42
12727;25;0.01;0.4
12728;3;0;0.29
12729;21;0;0.23
12730;21;0.02;0.98
12731;21;0.01;0.52
12732;21;0.01;0.46
12733;21;0;0.17
12734;21;0;0.12
12735;21;0;0.17
12736;21;0;0.12
12737;21;0;0.35
12738;21;0;0.23
12739;15;0.01;0.4
12740;15;0;0.23
12741;15;0.05;1.38
12742;3;0;0.17
12743;3;0;0.12
12744;21;0;0.12
12745;21;0.01;0.52
12746;21;0;0.35
12747;21;0.01;0.57
12748;21;0.01;0.4
12749;15;0;0.12
12750;3;0;0.12
12751;21;0.01;0.4
12752;21;0.01;0.76
12753;21;0.02;0.64
12754;21;0.01;0.57
12755;21;0;0.23
12756;21;0.03;1.27
12757;21;0;0.17
12758;21;0;0.12
12759;21;0;0.12
12760;15;0.02;0.69
12761;21;0.01;0.92
12762;21;0.01;0.75
12763;15;0;0.29
12764;15;0.02;0.92
12765;12;0.1;2.26
12766;21;0;0.12
12767;3;0;0.12
12768;21;0;0.12
12769;21;0;0.12
12770;21;0;0.17
12771;21;0.03;1.33
12772;21;0.8;16.9
12773;21;0;0.41
12774;12;0.03;1.15
12775;21;0;0.35
12776;21;0.02;0.87
12777;15;0.01;0.35
12778;15;0.05;1.21
12779;21;0;0.23
12780;15;0;0.29
12781;21;0.12;3.05
12782;21;0.02;0.91
12783;3;0;0.29
12784;21;0.04;1.32
12785;21;0;0.17
12786;21;0.01;0.52
12787;21;0.05;1.61
12788;21;0;0.17
12789;21;0;0.17
12790;21;0;0.12
12791;21;0;0.12
12792;21;0;0.12
12793;21;0;0.12
12794;21;0;0.12
12795;21;0;0.17
12796;21;0;0.12
12797;21;0;0.12
12798;21;0;0.12
12799;21;0;0.12
12800;12;0.06;1.79
12801;24;0.11;1.84
12802;21;0.03;1.21
12803;21;0;0.29
12804;21;0.02;0.75
12805;21;0;0.28
12806;21;0;0.12
12807;21;0;0.12
12808;21;0;0.23
12809;21;0;0.12
12810;21;0;0.17
12811;21;0;0.12
12812;3;0;0.17
12813;21;0.01;0.64
12814;21;0.02;0.64
12815;21;1.13;18.49
12816;12;0.03;1.43
12817;21;0;0.23
12818;21;0;0.34
12819;3;0;0.29
12820;12;0;0.17
12821;21;0.11;3.57
12822;21;0.07;2.31
12823;21;0.02;1.09
12824;30;0.05;1.16
12825;21;0.01;0.46
12826;21;0.02;0.97
12827;21;0;0.35
12828;15;0.02;0.63
12829;21;0.02;0.8
12830;15;0;0.12
12831;3;0;0.12
12832;21;0.09;2.36
12833;21;0.13;3.51
12834;21;0.03;1.21
12835;21;0;0.17
12836;21;0.01;0.4
12837;21;0;0.23
12838;21;0;0.17
12839;21;0;0.12
12840;3;0.06;1.27
12841;15;0.08;1.84
12842;24;0.06;1.68
12843;21;0.01;0.41
12844;3;0;0.17
12845;15;0.01;0.46
12846;21;0;0.29
12847;21;0.01;0.69
12848;21;0.01;0.64
12849;21;0;0.23
12850;12;0;0.17
12851;21;0;0.4
12852;21;0.02;0.75
12853;21;0.01;0.52
12854;21;0;0.23
12855;9;0.01;0.4
12856;21;0;0.23
12857;21;0;0.35
12858;21;0;0.17
12859;21;0;0.12
12860;15;0.12;2.14
12861;21;0.26;7.87
12862;21;0.01;0.52
12863;21;0.01;0.35
12864;21;0.02;0.75
12865;12;0.04;1.71
12866;21;0;0.17
12867;21;0;0.34
12868;12;0;0.12
12869;21;0;0.23
12870;21;0.06;2.02
12871;21;0.02;0.69
12872;21;0.02;0.92
12873;15;0.01;0.35
12874;21;0.01;0.52
12875;15;0;0.23
12876;21;0;0.12
12877;21;0;0.12
12878;21;0.01;0.62
12879;12;0;0.17
12880;3;0;0.17
12881;29;0.02;0.91
12882;21;0;0.12
12883;24;0.08;2.02
12884;21;1.26;24.69
12885;15;0.01;0.46
12886;24;0.03;1.16
12887;12;0;0.23
12888;3;0;0.12
12889;21;0;0.23
12890;21;0.01;0.4
12891;21;0.01;0.52
12892;3;0;0.12
12893;21;0.01;0.46
12894;24;0.2;6.16
12895;21;0.02;0.64
12896;3;0.02;0.58
12897;21;0.03;1.1
12898;21;0.01;0.46
12899;15;0;0.23
12900;21;0;0.29
12901;21;0;0.34
12902;21;0;0.12
12903;21;0;0.12
12904;21;0;0.12
12905;21;0;0.35
12906;21;0.03;1.16
12907;21;0.03;1.27
12908;30;0.02;0.75
12909;21;0.02;0.92
12910;21;0;0.35
12911;15;0.01;0.46
12912;3;0;0.4
12913;21;0;0.17
12914;21;0;0.29
12915;3;0;0.12
12916;24;0;0.17
12917;21;0;0.12
12918;15;0.21;3.09
12919;15;0.02;0.69
12920;3;0.03;1.55
12921;21;0.01;0.58
12922;21;0.07;1.44
12923;3;0;0.29
12924;21;0.01;0.46
12925;21;0.02;0.69
12926;21;0;0.17
12927;24;0;0.17
12928;3;0;0.17
12929;21;0;0.17
12930;21;0.11;3.28
12931;12;0.04;1.15
12932;12;0.01;0.46
12933;21;0;0.35
12934;21;0;0.23
12935;12;0;0.17
12936;21;0;0.17
12937;21;0;0.34
12938;3;0;0.12
12939;21;0;0.12
12940;21;0;0.12
12941;21;0;0.12
12942;3;0.17;4.1
12943;15;0.02;0.75
12944;21;0.01;0.75
12945;25;0.01;0.7
12946;21;0.05;2.01
12947;3;0;0.23
12948;24;0.51;8.66
12949;21;0;0.17
12950;21;0;0.12
12951;21;0;0.12
12952;15;0;0.23
12953;15;0.01;0.58
12954;25;0.01;0.64
12955;25;0;0.29
12956;12;0.01;0.52
12957;15;0.09;2.3
12958;21;0.02;0.92
12959;15;0.04;1.43
12960;25;0;0.29
12961;15;0.04;1.21
12962;21;0;0.35
12963;21;0;0.17
12964;21;0.01;0.58
12965;21;0.04;1.73
12966;3;0;0.12
12967;3;0;0.12
12968;21;0;0.12
12969;15;0.02;0.92
12970;21;0.52;11.19
12971;21;0.01;0.4
12972;21;0;0.23
12973;21;0;0.17
12974;3;0;0.17
12975;21;0.01;0.8
12976;21;0.01;0.52
12977;21;0.01;0.52
12978;21;0;0.23
12979;21;0.01;0.57
12980;3;0;0.17
12981;21;0.02;0.92
12982;21;0;0.4
12983;21;0;0.34
12984;21;0;0.12
12985;21;0.5;12.09
12986;21;0.08;3.24
12987;21;0.2;5.86
12988;21;0.68;17.6
12989;15;0.01;0.4
12990;24;0.07;2.01
12991;21;0.01;0.63
12992;21;0;0.17
12993;21;0;0.12
12994;21;0.01;0.63
12995;21;0.06;2.42
12996;21;0.01;0.4
12997;21;0.05;1.21
12998;21;0;0.17
12999;21;0.01;0.52
13000;21;0;0.12
13001;21;0;0.12
13002;21;0;0.17
13003;25;0.01;0.69
13004;21;0.02;0.93
13005;21;0;0.29
13006;21;0.01;0.46
13007;21;0.01;0.4
13008;21;0;0.17
13009;21;0;0.12
13010;21;0;0.12
13011;21;0;0.12
13012;15;0.56;8.63
13013;21;0.03;1.04
13014;15;0.02;0.8
13015;24;0.12;3.12
13016;21;0.02;0.98
13017;3;0;0.12
13018;21;0;0.12
13019;21;0;0.12
13020;3;0;0.17
13021;21;0.15;3.44
13022;21;0.03;0.93
13023;21;0;0.29
13024;21;0;0.17
13025;21;0.01;0.63
13026;21;0;0.23
13027;21;0;0.17
13028;3;0;0.12
13029;21;0;0.12
13030;21;0.01;0.4
13031;21;0.02;1.2
13032;3;0.01;0.52
13033;21;0.01;0.4
13034;21;0;0.17
13035;21;0;0.12
13036;25;0;0.12
13037;21;0;0.12
13038;15;0.14;2.48
13039;21;0.03;1.15
13040;21;0.01;0.46
13041;21;0.02;0.98
13042;21;0.02;0.63
13043;21;0.01;0.46
13044;24;0.34;9.34
13045;15;0.01;0.52
13046;3;0.01;0.63
13047;15;0.01;0.4
13048;3;0;0.23
13049;21;0;0.17
13050;21;0.01;0.4
13051;3;0;0.12
13052;3;0;0.29
13053;21;0;0.17
13054;3;0.03;1.04
13055;15;0.01;0.57
13056;21;0.01;0.52
13057;21;0;0.17
13058;21;0.01;0.46
13059;21;0;0.12
13060;21;0;0.12
13061;9;0;0.12
13062;21;0.2;4.44
13063;3;0.06;1.72
13064;9;0.01;0.46
13065;21;0;0.29
13066;3;0;0.29
13067;21;0;0.29
13068;3;0;0.17
13069;25;0;0.35
13070;15;0;0.23
13071;21;0;0.17
13072;15;0.01;0.4
13073;25;0;0.12
13074;21;0;0.12
13075;15;0.05;1.32
13076;21;0.01;0.4
13077;21;0;0.23
13078;3;0.05;1.44
13079;21;0;0.12
13080;21;0;0.12
13081;3;0;0.12
13082;25;0;0.12
13083;21;0.01;0.58
13084;21;0.01;0.58
13085;21;0.02;1.09
13086;25;0.02;0.75
13087;21;0;0.23
13088;9;0;0.35
13089;21;0;0.17
13090;21;0.12;3.06
13091;3;0;0.12
13092;21;0;0.23
13093;21;0.05;1.74
13094;21;0.05;1.32
13095;33;0.01;0.53
13096;21;0.1;2.8
13097;15;0.04;1.14
13098;21;0;0.17
13099;3;0;0.17
13100;21;0;0.12
13101;21;0;0.12
13102;21;0.01;0.46
13103;21;0;0.34
13104;21;0.02;1.04
13105;21;0;0.4
13106;3;0;0.12
13107;21;0;0.4
13108;21;0;0.23
13109;21;0;0.17
13110;21;0;0.17
13111;15;0;0.12
13112;3;0;0.17
13113;21;0;0.17
13114;3;0;0.12
13115;21;0;0.17
13116;21;0;0.17
13117;25;0;0.12
13118;24;0.01;0.35
13119;21;0.08;2.13
13120;15;0.01;0.4
13121;21;0;0.23
13122;3;0;0.34
13123;3;0.01;0.58
13124;21;0;0.12
13125;21;0;0.17
13126;21;0;0.12
13127;15;0;0.23
13128;21;0.09;3.16
13129;21;0;0.12
13130;15;0.06;1.15
13131;21;0.01;0.47
13132;21;0;0.29
13133;3;0.01;0.35
13134;3;0.01;0.69
13135;21;0;0.23
13136;15;0.02;0.93
13137;21;0.02;0.86
13138;3;0;0.29
13139;25;0;0.29
13140;15;0.01;0.52
13141;3;0.01;0.75
13142;21;0;0.12
13143;21;0;0.12
13144;24;0.11;3.05
13145;3;0.01;0.64
13146;15;0.01;0.63
13147;3;0.07;2.12
13148;21;0.01;0.35
13149;21;0.01;0.52
13150;21;0;0.17
13151;21;0;0.12
13152;21;0;0.17
13153;25;0;0.12
13154;21;0.09;2.01
13155;21;0.01;0.64
13156;24;0.05;1.84
13157;21;0.04;1.37
13158;21;0;0.17
13159;3;0;0.12
13160;3;0;0.12
13161;21;0;0.12
13162;21;0;0.23
13163;3;21.22;183.36
13164;21;0.02;1.26
13165;21;0.02;0.86
13166;25;0.03;0.81
13167;15;0.01;0.8
13168;21;0.05;1.44
13169;21;0;0.23
13170;15;0.01;0.58
13171;3;0;0.23
13172;3;0;0.29
13173;3;0;0.12
13174;21;0;0.12
13175;21;0;0.12
13176;3;0;0.12
13177;15;0.03;1.09
13178;3;0.04;1.5
13179;3;0;0.29
13180;12;0.01;0.58
13181;3;0;0.17
13182;3;0;0.12
13183;25;0;0.23
13184;24;0.15;3.46
13185;21;0.02;0.81
13186;15;0.02;0.63
13187;21;0.02;0.58
13188;21;0.08;2
13189;3;0.01;0.64
13190;3;0.01;0.57
13191;21;0.12;3.75
13192;3;0;0.23
13193;15;0;0.12
13194;21;0;0.17
13195;3;0;0.12
13196;21;0;0.12
13197;21;0;0.12
13198;21;0.02;0.92
13199;21;0.1;4.71
13200;3;0.01;0.75
13201;21;0.01;0.52
13202;21;0.03;1.04
13203;21;0.01;0.85
13204;21;0.01;0.52
13205;21;0;0.23
13206;21;0;0.12
13207;21;0.05;1.78
13208;15;0.01;0.53
13209;21;0.02;0.75
13210;15;0.05;1.15
13211;21;0.01;0.4
13212;29;0;0.29
13213;3;0;0.17
13214;21;0;0.23
13215;3;0;0.17
13216;21;0.01;0.4
13217;21;0;0.12
13218;21;0;0.17
13219;21;0.2;6.88
13220;21;0;0.23
13221;21;0.01;0.69
13222;21;0;0.35
13223;21;0;0.23
13224;21;0.01;0.69
13225;21;0;0.17
13226;3;0;0.29
13227;12;0;0.34
13228;15;0;0.17
13229;21;0;0.17
13230;21;0.02;0.8
13231;9;0.01;0.52
13232;21;0;0.35
13233;3;0.02;0.81
13234;21;0.01;0.69
13235;21;0;0.17
13236;21;0;0.23
13237;21;0;0.23
13238;29;0.01;0.63
13239;3;0;0.12
13240;21;0;0.12
13241;29;0;0.29
13242;15;0.02;0.75
13243;21;0.03;0.92
13244;21;0.01;0.52
13245;21;0.01;0.35
13246;21;0;0.35
13247;12;0.01;0.46
13248;21;0.01;0.46
13249;15;0;0.23
13250;21;0.01;0.46
13251;15;0;0.29
13252;21;0;0.12
13253;3;0;0.17
13254;24;0;0.12
13255;21;0;0.12
13256;21;0;0.17
13257;21;0.31;7.54
13258;24;0.09;2.01
13259;21;0.08;3.27
13260;21;0.07;2.37
13261;15;0.01;0.58
13262;3;0.02;0.63
13263;24;0.49;10.77
13264;21;0.02;0.69
13265;21;0;0.29
13266;21;0;0.34
13267;21;0;0.12
13268;12;0;0.34
13269;21;0;0.12
13270;15;0;0.17
13271;3;0.02;0.92
13272;21;0;0.17
13273;3;0.02;1.1
13274;12;0;0.17
13275;21;0;0.12
13276;21;0;0.29
13277;3;0;0.17
13278;12;0.02;0.76
13279;15;0.02;0.7
13280;21;0.08;2.71
13281;21;0;0.23
13282;21;0;0.29
13283;21;0;0.17
13284;24;0.07;1.96
13285;3;0;0.12
13286;21;0;0.17
13287;15;0.01;0.4
13288;3;0;0.12
13289;9;0.01;0.41
13290;21;0;0.17
13291;3;0.01;0.46
13292;21;0;0.17
13293;21;0.02;0.81
13294;21;0.01;0.4
13295;21;0;0.23
13296;3;0;0.12
13297;3;0;0.12
13298;21;0;0.12
13299;3;0;0.12
13300;21;0.26;8.29
13301;3;0.03;1.04
13302;21;0;0.35
13303;21;0.05;1.72
13304;21;0;0.29
13305;21;0;0.23
13306;24;0.04;1.15
13307;29;0.01;0.46
13308;3;0;0.29
13309;29;0;0.12
13310;12;0.18;4.48
13311;3;0.08;2.77
13312;21;0.01;0.41
13313;25;0;0.23
13314;3;0;0.23
13315;21;0;0.12
13316;21;0;0.17
13317;3;0;0.12
13318;21;0.26;6.64
13319;12;0.31;6.82
13320;21;0.03;1.21
13321;21;0.01;0.4
13322;21;0.01;0.46
13323;24;0.05;1.73
13324;21;0;0.23
13325;12;0.01;0.58
13326;3;0.01;0.63
13327;3;0.01;0.4
13328;15;0;0.17
13329;3;0;0.12
13330;21;0;0.12
13331;3;0;0.23
13332;15;0.05;1.38
13333;3;0.01;0.8
13334;3;0.01;0.58
13335;21;0.06;1.38
13336;15;0.01;0.4
13337;3;0;0.29
13338;21;0.01;0.46
13339;21;0.01;0.57
13340;12;0;0.34
13341;21;0;0.29
13342;3;0.01;0.46
13343;21;0;0.17
13344;21;0.09;2.94
13345;12;0.04;1.32
13346;21;0;0.12
13347;3;0;0.12
13348;21;0.01;0.4
13349;21;0;0.17
13350;3;0;0.12
13351;21;0;0.12
13352;21;0.02;0.87
13353;21;0.25;6.35
13354;3;0.01;0.52
13355;21;0.88;21.2
13356;24;0;0.12
13357;21;0;0.12
13358;21;0;0.17
13359;15;0;0.17
13360;21;0;0.12
13361;21;0.03;1.72
13362;21;0.01;0.75
13363;21;0.01;0.46
13364;21;0.01;0.4
13365;3;0;0.17
13366;15;0.01;0.34
13367;21;0;0.17
13368;12;0;0.12
13369;3;0;0.12
13370;12;0.01;0.57
13371;21;0;0.4
13372;15;0.01;0.52
13373;12;0;0.12
13374;21;0;0.12
13375;15;0.06;1.44
13376;21;0.01;0.46
13377;21;0;0.23
